id,year,authors,paper,venue,link,category
0,2026,"Y. Li, J. Hill, Z. Hua, S. Oh, Y. Wang, A. Endert, and J. Roberts.","ContAQT: Designing an Interactive Data Display to
Make Multi-Pollutant Air Quality Data Accessible","CHI '26",https://doi.org/10.1145/3772318.3790975
1,2026,"Y. Wang.","Data Comics for factual knowledge!","VIS '26",https://yuhanwww.github.io
2,2027,"Y. Wang.","Vis Scaffolding!","CHI '27",https://yuhanwww.github.io
3,2027,"Y. Wang.","Vis for Learning scope review!","EuroVIS '27",https://yuhanwww.github.io
